airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Volaris,LAX,GDL,22,11,2017,60,male,Back Home,Home,Airport cab,False,0
Volaris,PDX,LAX,12,11,2021,56,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
American Airlines,PDX,JFK,15,3,2022,23,undisclosed,Business/Work,Home,,True,208
Alaska,LAX,SJC,28,6,2020,45,female,Back Home,Home,Own car,False,0
Aeromexico,LAX,SJC,1,2,2015,72,female,Business/Work,Friend/Family,,True,72
Alaska,JFK,GDL,19,9,2018,61,male,Back Home,Home,Pickup,False,0
Volaris,PDX,GDL,21,4,2014,54,female,On vacation/Pleasure,Short-term homestay,,True,481
Alaska,LAX,GDL,24,3,2021,59,unspecified,Business/Work,Hotel,Mobility as a service,False,0
Aeromexico,GDL,PDX,7,10,2014,4,female,On vacation/Pleasure,Home,,True,142
American Airlines,JFK,GDL,31,8,2021,36,unspecified,Business/Work,Home,,True,700
American Airlines,PDX,LAX,19,4,2021,47,undisclosed,Business/Work,Home,Airport cab,False,0
Aeromexico,JFK,PDX,1,12,2017,16,unspecified,On vacation/Pleasure,Home,Public Transportation,False,0
Alaska,JFK,PDX,14,9,2019,46,undisclosed,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Delta Airlines,JFK,SJC,10,10,2018,52,unspecified,Business/Work,Short-term homestay,Own car,False,0
Volaris,LAX,GDL,4,8,2022,89,undisclosed,On vacation/Pleasure,Hotel,,True,96
Volaris,SJC,GDL,9,3,2021,69,male,Business/Work,Short-term homestay,,True,103
Delta Airlines,PDX,LAX,31,12,2016,62,unspecified,Business/Work,Short-term homestay,,True,73
Aeromexico,SJC,GDL,14,4,2018,64,unspecified,Back Home,Home,Own car,False,0
Alaska,SJC,PDX,30,4,2017,90,male,Business/Work,Friend/Family,,True,453
Alaska,GDL,SJC,4,11,2021,66,male,On vacation/Pleasure,Home,,True,589
Aeromexico,LAX,JFK,30,6,2018,43,undisclosed,Back Home,Home,Car rental,False,0
Volaris,GDL,JFK,17,8,2014,49,unspecified,On vacation/Pleasure,Short-term homestay,,True,194
American Airlines,GDL,PDX,20,4,2020,62,female,On vacation/Pleasure,Friend/Family,Car rental,False,0
Alaska,JFK,SJC,2,8,2017,25,male,Back Home,Home,Own car,False,0
American Airlines,JFK,PDX,15,8,2014,23,male,On vacation/Pleasure,Hotel,Car rental,False,0
Volaris,GDL,PDX,22,6,2022,1,undisclosed,On vacation/Pleasure,Friend/Family,,True,622
Alaska,PDX,JFK,6,1,2018,31,undisclosed,Back Home,Home,Airport cab,False,0
American Airlines,PDX,GDL,2,6,2013,69,female,Back Home,Home,Airport cab,False,0
Volaris,JFK,LAX,13,10,2020,69,undisclosed,On vacation/Pleasure,Short-term homestay,Own car,False,0
Volaris,JFK,GDL,25,8,2014,51,undisclosed,Back Home,Home,Public Transportation,False,0
Alaska,SJC,LAX,17,6,2017,11,unspecified,Business/Work,Hotel,Airport cab,False,0
Volaris,PDX,SJC,16,9,2016,70,undisclosed,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,PDX,SJC,6,9,2020,60,undisclosed,On vacation/Pleasure,Short-term homestay,,True,336
Alaska,LAX,SJC,3,12,2016,65,undisclosed,Business/Work,Home,,True,685
Aeromexico,SJC,LAX,2,3,2016,14,male,On vacation/Pleasure,Hotel,,True,247
American Airlines,LAX,PDX,4,12,2016,21,undisclosed,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Alaska,PDX,LAX,7,10,2014,14,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Delta Airlines,PDX,LAX,13,6,2014,56,unspecified,On vacation/Pleasure,Friend/Family,,True,58
Alaska,GDL,SJC,8,5,2014,85,female,Back Home,Home,Own car,False,0
Volaris,PDX,LAX,30,12,2020,34,male,Business/Work,Friend/Family,Public Transportation,False,0
Alaska,LAX,JFK,21,4,2021,42,male,Back Home,Home,Pickup,False,0
Delta Airlines,SJC,LAX,19,1,2014,7,undisclosed,Business/Work,Short-term homestay,,True,617
Aeromexico,LAX,GDL,6,2,2021,7,male,Business/Work,Hotel,,True,61
Aeromexico,GDL,JFK,11,11,2014,51,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,JFK,8,1,2021,86,female,Back Home,Home,Pickup,False,0
Alaska,LAX,GDL,6,4,2016,38,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,GDL,SJC,7,11,2014,32,male,Back Home,Home,Car rental,False,0
Delta Airlines,PDX,SJC,9,4,2023,18,unspecified,Business/Work,Hotel,Airport cab,False,0
Delta Airlines,PDX,JFK,18,7,2019,37,male,Business/Work,Short-term homestay,,True,157
Delta Airlines,PDX,LAX,10,11,2020,33,female,Back Home,Home,Airport cab,False,0
American Airlines,SJC,PDX,5,5,2022,76,male,On vacation/Pleasure,Home,,True,196
American Airlines,GDL,LAX,10,1,2013,47,male,Business/Work,Home,Pickup,False,0
American Airlines,LAX,PDX,4,2,2016,60,male,Back Home,Home,Airport cab,False,0
Aeromexico,PDX,LAX,19,8,2019,74,male,Business/Work,Short-term homestay,,True,119
American Airlines,SJC,LAX,11,4,2022,21,unspecified,Business/Work,Hotel,,True,393
Delta Airlines,PDX,SJC,10,10,2021,50,unspecified,Business/Work,Short-term homestay,Airport cab,False,0
Aeromexico,GDL,JFK,1,6,2014,32,undisclosed,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Aeromexico,LAX,PDX,19,8,2014,19,female,Back Home,Home,Mobility as a service,False,0
Volaris,JFK,SJC,30,6,2018,20,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Delta Airlines,PDX,JFK,16,12,2016,41,unspecified,On vacation/Pleasure,Friend/Family,,True,366
Volaris,GDL,SJC,17,2,2022,17,male,Back Home,Home,Mobility as a service,False,0
Alaska,SJC,LAX,24,7,2019,21,unspecified,On vacation/Pleasure,Home,,True,435
Volaris,JFK,SJC,8,6,2016,57,unspecified,On vacation/Pleasure,Home,,True,624
American Airlines,SJC,LAX,20,1,2023,68,unspecified,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,GDL,19,11,2015,76,unspecified,On vacation/Pleasure,Hotel,,True,405
Delta Airlines,JFK,LAX,1,2,2014,68,undisclosed,Back Home,Home,Own car,False,0
Volaris,PDX,GDL,7,3,2014,38,undisclosed,On vacation/Pleasure,Hotel,,True,409
Volaris,SJC,LAX,19,7,2015,56,female,Back Home,Home,Car rental,False,0
American Airlines,PDX,LAX,18,9,2015,71,female,Back Home,Home,Mobility as a service,False,0
Alaska,SJC,LAX,26,4,2017,8,unspecified,Business/Work,Hotel,,True,482
Delta Airlines,JFK,SJC,25,3,2014,44,female,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,GDL,26,12,2022,16,undisclosed,Business/Work,Hotel,Own car,False,0
Alaska,GDL,LAX,19,3,2020,58,undisclosed,On vacation/Pleasure,Hotel,Mobility as a service,False,0
American Airlines,GDL,LAX,23,1,2020,38,undisclosed,On vacation/Pleasure,Hotel,Public Transportation,False,0
Alaska,SJC,LAX,27,7,2015,89,female,Business/Work,Friend/Family,,True,245
Delta Airlines,PDX,GDL,2,10,2020,47,unspecified,On vacation/Pleasure,Home,,True,543
Volaris,LAX,GDL,27,12,2018,32,male,Back Home,Home,Public Transportation,False,0
Alaska,GDL,SJC,13,6,2019,10,undisclosed,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Alaska,PDX,SJC,28,3,2022,55,undisclosed,On vacation/Pleasure,Friend/Family,,True,539
Delta Airlines,GDL,SJC,30,3,2014,53,female,Business/Work,Home,,True,76
American Airlines,LAX,PDX,3,12,2013,64,unspecified,On vacation/Pleasure,Hotel,Public Transportation,False,0
American Airlines,LAX,SJC,18,5,2016,40,unspecified,Business/Work,Friend/Family,,True,103
Volaris,LAX,GDL,2,7,2020,33,female,Back Home,Home,Car rental,False,0
American Airlines,LAX,PDX,4,1,2017,4,undisclosed,On vacation/Pleasure,Hotel,Own car,False,0
Delta Airlines,PDX,LAX,11,2,2019,40,unspecified,Business/Work,Home,,True,37
Volaris,SJC,GDL,28,6,2017,10,male,Back Home,Home,Mobility as a service,False,0
Aeromexico,JFK,LAX,10,4,2016,81,female,Back Home,Home,Pickup,False,0
Delta Airlines,SJC,PDX,19,11,2020,67,female,On vacation/Pleasure,Home,Own car,False,0
Alaska,GDL,SJC,14,4,2017,88,female,Back Home,Home,Pickup,False,0
American Airlines,JFK,GDL,4,10,2018,37,unspecified,Business/Work,Home,,True,491
Aeromexico,GDL,JFK,31,3,2020,68,female,Back Home,Home,Pickup,False,0
American Airlines,PDX,SJC,12,3,2020,78,female,Business/Work,Hotel,,True,340
Volaris,JFK,PDX,10,9,2022,19,undisclosed,Back Home,Home,Own car,False,0
Volaris,LAX,GDL,9,1,2018,31,undisclosed,Business/Work,Friend/Family,Own car,False,0
Delta Airlines,PDX,SJC,31,10,2013,68,undisclosed,On vacation/Pleasure,Short-term homestay,,True,625
Volaris,LAX,PDX,6,4,2017,54,undisclosed,Back Home,Home,Mobility as a service,False,0
American Airlines,GDL,LAX,31,1,2017,63,undisclosed,Back Home,Home,Public Transportation,False,0
Alaska,PDX,SJC,26,5,2021,3,undisclosed,Business/Work,Hotel,,True,496
Alaska,LAX,SJC,16,7,2017,29,undisclosed,Back Home,Home,Airport cab,False,0
Delta Airlines,JFK,GDL,22,7,2022,21,male,Back Home,Home,Public Transportation,False,0
Volaris,LAX,GDL,30,11,2013,2,undisclosed,On vacation/Pleasure,Hotel,,True,596
Volaris,SJC,LAX,23,12,2015,69,unspecified,Business/Work,Home,,True,98
Volaris,GDL,JFK,23,10,2013,34,unspecified,Business/Work,Short-term homestay,,True,436
Volaris,GDL,LAX,24,2,2018,59,male,On vacation/Pleasure,Home,,True,274
Delta Airlines,GDL,SJC,18,10,2015,39,undisclosed,Back Home,Home,Own car,False,0
Volaris,LAX,SJC,30,7,2017,29,male,On vacation/Pleasure,Hotel,Car rental,False,0
Delta Airlines,SJC,JFK,16,2,2017,90,female,Back Home,Home,Airport cab,False,0
Volaris,LAX,JFK,7,11,2017,5,female,Business/Work,Friend/Family,Car rental,False,0
American Airlines,SJC,PDX,22,5,2022,1,male,Business/Work,Short-term homestay,Mobility as a service,False,0
Alaska,LAX,SJC,4,1,2016,89,undisclosed,Business/Work,Hotel,,True,417
Aeromexico,JFK,GDL,3,8,2022,51,male,On vacation/Pleasure,Friend/Family,,True,228
Alaska,GDL,JFK,23,3,2015,22,female,Back Home,Home,Mobility as a service,False,0
Aeromexico,GDL,PDX,11,6,2019,44,male,On vacation/Pleasure,Friend/Family,,True,348
Volaris,GDL,SJC,7,6,2013,8,male,On vacation/Pleasure,Hotel,,True,320
Aeromexico,LAX,GDL,6,8,2019,38,unspecified,Back Home,Home,Mobility as a service,False,0
American Airlines,JFK,LAX,13,1,2017,38,undisclosed,Business/Work,Hotel,,True,376
Volaris,PDX,LAX,12,5,2013,64,unspecified,On vacation/Pleasure,Friend/Family,,True,312
Aeromexico,LAX,PDX,11,8,2014,33,male,Business/Work,Home,Public Transportation,False,0
Volaris,LAX,SJC,9,2,2020,76,undisclosed,Business/Work,Short-term homestay,,True,521
Aeromexico,GDL,SJC,17,2,2019,59,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
Volaris,LAX,PDX,3,4,2015,12,unspecified,Business/Work,Hotel,,True,33
Aeromexico,PDX,SJC,20,1,2022,83,female,Back Home,Home,Own car,False,0
Alaska,SJC,LAX,24,4,2014,14,male,Business/Work,Home,Airport cab,False,0
Delta Airlines,GDL,JFK,17,3,2013,67,male,Business/Work,Home,,True,188
Volaris,JFK,LAX,8,1,2020,73,female,Back Home,Home,Own car,False,0
American Airlines,LAX,GDL,20,6,2014,29,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Alaska,SJC,JFK,10,8,2017,4,undisclosed,On vacation/Pleasure,Friend/Family,,True,689
Volaris,PDX,GDL,10,2,2019,18,unspecified,On vacation/Pleasure,Hotel,Own car,False,0
Volaris,SJC,LAX,10,4,2022,23,undisclosed,Business/Work,Friend/Family,,True,533
Alaska,SJC,LAX,12,4,2022,67,undisclosed,On vacation/Pleasure,Short-term homestay,,True,464
Delta Airlines,JFK,SJC,23,8,2013,43,female,Business/Work,Short-term homestay,Pickup,False,0
Delta Airlines,JFK,LAX,19,10,2021,69,male,Business/Work,Home,Airport cab,False,0
American Airlines,SJC,JFK,22,3,2014,60,female,Business/Work,Friend/Family,Car rental,False,0
American Airlines,JFK,SJC,20,1,2016,67,female,Business/Work,Home,,True,708
Alaska,JFK,SJC,10,11,2016,15,female,Business/Work,Short-term homestay,Pickup,False,0
Aeromexico,LAX,JFK,19,7,2016,65,male,On vacation/Pleasure,Friend/Family,,True,596
Aeromexico,JFK,LAX,4,9,2017,5,undisclosed,Business/Work,Short-term homestay,Own car,False,0
Volaris,JFK,GDL,21,3,2014,55,female,On vacation/Pleasure,Friend/Family,,True,51
American Airlines,SJC,PDX,2,7,2022,56,undisclosed,Back Home,Home,Own car,False,0
Alaska,PDX,JFK,31,5,2022,79,undisclosed,Back Home,Home,Own car,False,0
Alaska,GDL,SJC,3,5,2013,34,unspecified,On vacation/Pleasure,Home,,True,440
Volaris,PDX,JFK,9,9,2016,1,female,Back Home,Home,Airport cab,False,0
Delta Airlines,PDX,LAX,1,3,2019,90,unspecified,On vacation/Pleasure,Friend/Family,,True,83
Delta Airlines,LAX,SJC,6,3,2021,61,female,Business/Work,Home,,True,438
Volaris,PDX,LAX,11,8,2016,16,undisclosed,Back Home,Home,Car rental,False,0
Delta Airlines,GDL,PDX,25,5,2016,83,female,Back Home,Home,Car rental,False,0
Volaris,SJC,LAX,25,2,2015,11,female,Business/Work,Short-term homestay,,True,115
American Airlines,LAX,SJC,11,6,2021,22,undisclosed,Business/Work,Friend/Family,,True,391
Delta Airlines,SJC,JFK,12,8,2019,40,female,Business/Work,Short-term homestay,Pickup,False,0
Aeromexico,LAX,GDL,26,6,2015,1,undisclosed,On vacation/Pleasure,Short-term homestay,,True,568
American Airlines,LAX,SJC,1,4,2014,23,female,Back Home,Home,Public Transportation,False,0
Alaska,GDL,SJC,23,6,2016,79,female,Back Home,Home,Public Transportation,False,0
American Airlines,PDX,GDL,9,11,2017,60,unspecified,Business/Work,Home,,True,320
Aeromexico,JFK,PDX,16,3,2020,56,unspecified,Business/Work,Short-term homestay,Own car,False,0
Delta Airlines,LAX,SJC,22,9,2016,38,male,On vacation/Pleasure,Short-term homestay,,True,364
American Airlines,JFK,LAX,4,4,2013,80,female,Business/Work,Home,,True,97
Volaris,SJC,PDX,18,9,2015,53,male,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,SJC,LAX,14,3,2017,75,unspecified,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,LAX,SJC,17,9,2017,23,female,Back Home,Home,Airport cab,False,0
Volaris,PDX,JFK,8,8,2021,88,undisclosed,On vacation/Pleasure,Friend/Family,,True,427
Aeromexico,LAX,JFK,21,2,2022,39,male,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Volaris,JFK,LAX,1,12,2019,89,male,On vacation/Pleasure,Short-term homestay,,True,619
Delta Airlines,SJC,LAX,31,5,2022,80,male,On vacation/Pleasure,Short-term homestay,,True,43
American Airlines,SJC,GDL,13,3,2017,33,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
American Airlines,GDL,PDX,17,4,2015,22,undisclosed,Back Home,Home,Car rental,False,0
Aeromexico,GDL,PDX,19,12,2013,29,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromexico,PDX,LAX,28,4,2015,80,undisclosed,On vacation/Pleasure,Home,Pickup,False,0
Aeromexico,GDL,PDX,13,9,2015,7,male,On vacation/Pleasure,Home,,True,217
American Airlines,PDX,SJC,2,8,2013,49,male,Back Home,Home,Airport cab,False,0
Aeromexico,JFK,GDL,27,9,2019,81,undisclosed,On vacation/Pleasure,Friend/Family,,True,150
American Airlines,JFK,SJC,23,2,2016,80,male,Back Home,Home,Car rental,False,0
Aeromexico,GDL,PDX,22,12,2020,9,undisclosed,Back Home,Home,Own car,False,0
Alaska,GDL,JFK,17,12,2019,9,male,Business/Work,Hotel,Public Transportation,False,0
Aeromexico,JFK,GDL,28,4,2017,84,male,Back Home,Home,Own car,False,0
Alaska,GDL,SJC,30,12,2013,79,male,Business/Work,Hotel,,True,575
American Airlines,SJC,JFK,16,8,2018,84,undisclosed,Business/Work,Hotel,Car rental,False,0
American Airlines,GDL,SJC,18,9,2014,62,unspecified,Back Home,Home,Public Transportation,False,0
American Airlines,SJC,LAX,5,6,2022,22,female,Business/Work,Short-term homestay,Pickup,False,0
Volaris,SJC,GDL,7,8,2014,40,unspecified,Business/Work,Hotel,,True,594
Aeromexico,GDL,PDX,12,9,2017,33,female,Back Home,Home,Car rental,False,0
Alaska,JFK,GDL,13,11,2021,88,male,On vacation/Pleasure,Friend/Family,,True,638
Delta Airlines,LAX,SJC,28,8,2017,62,male,On vacation/Pleasure,Hotel,,True,493
Delta Airlines,SJC,PDX,19,9,2016,14,male,On vacation/Pleasure,Home,,True,422
Aeromexico,GDL,LAX,1,8,2022,58,unspecified,Back Home,Home,Car rental,False,0
American Airlines,SJC,LAX,5,11,2015,6,unspecified,On vacation/Pleasure,Home,Own car,False,0
American Airlines,GDL,PDX,15,1,2014,85,female,Back Home,Home,Airport cab,False,0
Aeromexico,PDX,LAX,23,6,2022,23,undisclosed,Back Home,Home,Own car,False,0
American Airlines,PDX,LAX,11,10,2017,27,unspecified,On vacation/Pleasure,Friend/Family,,True,296
American Airlines,SJC,JFK,26,3,2016,53,female,Business/Work,Short-term homestay,,True,702
Alaska,PDX,SJC,25,5,2013,73,female,On vacation/Pleasure,Friend/Family,,True,57
Volaris,LAX,PDX,14,9,2015,11,female,Business/Work,Home,,True,676
American Airlines,SJC,JFK,10,8,2020,54,undisclosed,Business/Work,Friend/Family,,True,43
Delta Airlines,PDX,JFK,10,8,2018,75,undisclosed,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Alaska,PDX,SJC,18,10,2022,33,male,Business/Work,Friend/Family,,True,701
American Airlines,LAX,SJC,8,2,2018,19,male,Back Home,Home,Airport cab,False,0
Volaris,GDL,SJC,28,3,2016,2,undisclosed,Business/Work,Home,,True,213
Delta Airlines,JFK,PDX,22,3,2022,35,male,On vacation/Pleasure,Hotel,Public Transportation,False,0
Alaska,JFK,GDL,29,6,2021,65,unspecified,On vacation/Pleasure,Short-term homestay,,True,149
Aeromexico,GDL,PDX,1,8,2018,71,unspecified,On vacation/Pleasure,Hotel,,True,178
American Airlines,LAX,PDX,18,12,2016,74,female,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,GDL,LAX,15,11,2015,23,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,PDX,26,8,2020,48,male,Business/Work,Friend/Family,,True,89
Aeromexico,LAX,JFK,8,11,2020,76,undisclosed,On vacation/Pleasure,Short-term homestay,,True,535
Volaris,GDL,LAX,1,4,2019,82,male,Business/Work,Friend/Family,,True,95
Volaris,PDX,JFK,20,12,2017,51,undisclosed,Business/Work,Home,,True,451
Alaska,LAX,SJC,6,5,2017,59,undisclosed,On vacation/Pleasure,Short-term homestay,,True,458
American Airlines,SJC,JFK,19,11,2015,6,unspecified,Back Home,Home,Own car,False,0
Delta Airlines,SJC,GDL,5,9,2022,75,female,Back Home,Home,Airport cab,False,0
Delta Airlines,GDL,JFK,10,6,2017,60,male,Business/Work,Short-term homestay,,True,475
Delta Airlines,LAX,SJC,4,6,2016,1,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,JFK,GDL,25,11,2020,35,female,Business/Work,Friend/Family,,True,683
Alaska,PDX,GDL,22,2,2015,83,unspecified,Business/Work,Hotel,Car rental,False,0
Alaska,GDL,JFK,16,7,2020,39,undisclosed,On vacation/Pleasure,Friend/Family,,True,600
Volaris,GDL,SJC,19,5,2018,65,unspecified,Back Home,Home,Airport cab,False,0
Aeromexico,JFK,LAX,31,5,2016,50,female,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromexico,LAX,SJC,24,2,2017,38,male,Business/Work,Home,,True,153
Aeromexico,GDL,SJC,25,8,2017,38,unspecified,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,GDL,15,8,2018,19,undisclosed,Back Home,Home,Airport cab,False,0
Volaris,LAX,GDL,8,9,2022,16,undisclosed,Business/Work,Short-term homestay,Own car,False,0
American Airlines,LAX,GDL,31,3,2015,57,male,On vacation/Pleasure,Home,Car rental,False,0
Alaska,JFK,LAX,14,1,2015,33,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Volaris,JFK,GDL,5,1,2015,18,male,On vacation/Pleasure,Short-term homestay,,True,525
Aeromexico,LAX,PDX,31,7,2016,1,female,Back Home,Home,Own car,False,0
Volaris,LAX,SJC,24,9,2014,50,male,Business/Work,Short-term homestay,,True,230
American Airlines,LAX,PDX,10,11,2021,20,unspecified,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
American Airlines,JFK,GDL,9,9,2020,28,female,Business/Work,Hotel,,True,531
Alaska,SJC,LAX,29,5,2013,82,male,Back Home,Home,Public Transportation,False,0
Aeromexico,SJC,LAX,8,6,2019,14,male,Back Home,Home,Airport cab,False,0
American Airlines,JFK,SJC,16,12,2022,24,unspecified,Business/Work,Short-term homestay,,True,198
Aeromexico,LAX,GDL,29,4,2015,42,female,Back Home,Home,Pickup,False,0
Aeromexico,JFK,LAX,29,9,2016,14,unspecified,Back Home,Home,Mobility as a service,False,0
American Airlines,SJC,GDL,22,12,2013,20,female,On vacation/Pleasure,Home,Public Transportation,False,0
Delta Airlines,JFK,PDX,2,5,2015,5,unspecified,On vacation/Pleasure,Friend/Family,Own car,False,0
American Airlines,SJC,LAX,10,3,2022,74,unspecified,On vacation/Pleasure,Short-term homestay,,True,317
American Airlines,PDX,SJC,27,3,2022,48,female,On vacation/Pleasure,Home,,True,719
Delta Airlines,PDX,JFK,30,3,2014,83,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromexico,SJC,JFK,3,8,2014,11,unspecified,Back Home,Home,Pickup,False,0
Volaris,PDX,GDL,5,11,2017,21,undisclosed,Back Home,Home,Mobility as a service,False,0
Volaris,JFK,PDX,30,7,2017,30,undisclosed,Back Home,Home,Own car,False,0
